lr-Adam,step,train_loss_table,train_loss_column,train_loss,epoch,valid_loss_table,valid_loss_column,validation_loss,validation_iou_table,validation_iou_column,test_loss_table,test_loss_column,test_loss,test_iou_table,test_iou_column
,1449,0.7155027652761307,0.6984866221718575,1.4139893874479883,12,,,,,,,,,,
,1494,,,,12,0.5579547866367504,0.5648710980190524,1.1228258846558026,0.3078693474191834,0.2372087619542192,,,,,
9.026542251819393e-06,1499,,,,,,,,,,,,,,
,1499,0.6867275339407712,0.6618921829018107,1.348619716842582,13,,,,,,,,,,
9.360973348579733e-06,1549,,,,,,,,,,,,,,
,1549,0.7803404222208169,0.7454070932876478,1.5257475155084648,13,,,,,,,,,,
9.705518452760665e-06,1599,,,,,,,,,,,,,,
,1599,0.8997501927902815,0.8845606997969706,1.7843108925872522,13,,,,,,,,,,
,1609,,,,13,0.5504332963586857,0.5541487092841239,1.1045820056428097,0.3079294241793922,0.23805464138051607,,,,,
1.0060095838018669e-05,1649,,,,,,,,,,,,,,
,1649,0.6287807309951952,0.6109682471308844,1.2397489781260795,14,,,,,,,,,,
1.0424621398345967e-05,1699,,,,,,,,,,,,,,
,1699,0.8750173483806092,0.868896435009064,1.7439137833896732,14,,,,,,,,,,
,1724,,,,14,0.5434033358463174,0.5441127972012108,1.0875161330475278,0.3079846180765429,0.23882250802727037,,,,,
1.0799008668020636e-05,1749,,,,,,,,,,,,,,
,1749,0.7224474937424671,0.6947489372570259,1.417196430999493,15,,,,,,,,,,
1.1183168842116291e-05,1799,,,,,,,,,,,,,,
,1799,0.6904432389357584,0.6668852246842126,1.3573284636199712,15,,,,,,,,,,
,1839,,,,15,0.5371609357135538,0.5334100622524166,1.0705709979659705,0.30804181833397964,0.23942641442335488,,,,,
1.1577010797566645e-05,1849,,,,,,,,,,,,,,
,1849,0.5522126469622078,0.5725177947935127,1.1247304417557205,16,,,,,,,,,,
1.1980441114780002e-05,1899,,,,,,,,,,,,,,
,1899,0.6789730521687489,0.6017205714239476,1.2806936235926965,16,,,,,,,,,,
1.2393364099798449e-05,1949,,,,,,,,,,,,,,
,1949,0.7051199277520499,0.6712866735459355,1.3764066012979854,16,,,,,,,,,,
,1954,,,,16,0.5316522801737502,0.47115163486338585,1.0028039150371362,0.30809337849751195,0.23963308124071706,,,,,
1.2815681806996513e-05,1999,,,,,,,,,,,,,,
,1999,0.7400401305589615,0.6827593251421087,1.4227994557010701,17,,,,,,,,,,
1.3247294062313945e-05,2049,,,,,,,,,,,,,,
,2049,0.8328991302087879,0.7158150933159084,1.5487142235246965,17,,,,,,,,,,
,2069,,,,17,0.5265511162370344,0.4542337694637519,0.9807848857007859,0.3081418690270923,0.23975933391480259,,,,,
1.368809848701712e-05,2099,,,,,,,,,,,,,,
,2099,0.6403674704230412,0.494784416192128,1.1351518866151693,18,,,,,,,,,,
1.4137990521983232e-05,2149,,,,,,,,,,,,,,
,2149,0.8293899483442848,0.6202961603538575,1.4496861086981423,18,,,,,,,,,,
,2184,,,,18,0.5218481004457969,0.45096085072065495,0.9728089511664519,0.3081799081086274,0.23985644224293448,,,,,
1.4596863452501915e-05,2199,,,,,,,,,,,,,,
,2199,0.7763368099787779,0.5953543428866533,1.3716911528654312,19,,,,,,,,,,
1.5064608433587953e-05,2249,,,,,,,,,,,,,,
,2249,0.5359756117432508,0.4419201617446755,0.9778957734879263,19,,,,,,,,,,
1.554111451579949e-05,2299,,,,,,,,,,,,,,
,2299,0.5995349906623029,0.3872940947678478,0.9868290854301507,19,,,,,,,,,,
,2299,,,,19,0.5165621331234623,0.44113903343756145,0.9577011665610236,0.3082105720250371,0.2404774136039529,,,,,
1.602626867155523e-05,2349,,,,,,,,,,,,,,
,2349,0.745196334845888,0.529773202377245,1.274969537223133,20,,,,,,,,,,
1.6519955821944646e-05,2399,,,,,,,,,,,,,,
,2399,0.5951877936431229,0.4748605999475142,1.070048393590637,20,,,,,,,,,,
,2414,,,,20,0.5067410561045719,0.4400944271592859,0.9468354832638575,0.30823423856997106,0.24127934525811545,,,,,
1.7022058864024875e-05,2449,,,,,,,,,,,,,,
,2449,0.8745610440285843,0.549064705507473,1.4236257495360571,21,,,,,,,,,,
1.7532458698597545e-05,2499,,,,,,,,,,,,,,
,2499,0.5455792459695843,0.49137253190591235,1.0369517778754966,21,,,,,,,,,,
,2529,,,,21,0.49208995814547707,0.43310559226706963,0.9251955504125463,0.3082327634987551,0.24260881807689505,,,,,
1.805103425845921e-05,2549,,,,,,,,,,,,,,
,2549,0.6212187719615334,0.4249272055474298,1.0461459775089632,22,,,,,,,,,,
1.8577662537118574e-05,2599,,,,,,,,,,,,,,
,2599,0.5011903728866404,0.4978790849755256,0.9990694578621659,22,,,,,,,,,,
,2644,,,,22,0.4803735075847134,0.43092158712735573,0.9112950947120689,0.3082137462675167,0.24364962389623335,,,,,
1.911221861797373e-05,2649,,,,,,,,,,,,,,
,2649,0.6254645734792937,0.39046297345600367,1.0159275469352975,23,,,,,,,,,,
1.9654575703942457e-05,2699,,,,,,,,,,,,,,
,2699,0.4702954428717867,0.4151857225872635,0.8854811654590502,23,,,,,,,,,,
2.0204605147538523e-05,2749,,,,,,,,,,,,,,
,2749,0.7963234029914237,0.41156688722009604,1.2078902902115196,23,,,,,,,,,,
,2759,,,,23,0.4684413768051708,0.4286091267000315,0.8970505035052021,0.30816150228610006,0.2449525496568516,,,,,
2.0762176481387123e-05,2799,,,,,,,,,,,,,,
,2799,0.4408264414894647,0.34745679751552927,0.788283239004994,24,,,,,,,,,,
2.1327157449171628e-05,2849,,,,,,,,,,,,,,
,2849,0.46962707703539164,0.4378265221652574,0.907453599200649,24,,,,,,,,,,
,2874,,,,24,0.44937209164574893,0.4278810986153493,0.8772531902610978,0.3080767419016084,0.24603544041940575,,,,,
2.1899414037005013e-05,2899,,,,,,,,,,,,,,
,2899,0.49995567177024247,0.4722367927782398,0.9721924645484823,25,,,,,,,,,,
2.2478810505218005e-05,2949,,,,,,,,,,,,,,
,2949,0.7150302756739964,0.5443605890059044,1.2593908646799008,25,,,,,,,,,,
,2989,,,,25,0.434318429598206,0.4297243666843442,0.86404279628255,0.30794107752886685,0.2470246985353407,,,,,
2.306520942055663e-05,2999,,,,,,,,,,,,,,
,2999,0.5240947726066059,0.3871893147277039,0.9112840873343098,26,,,,,,,,,,
2.3658471688781495e-05,3049,,,,,,,,,,,,,,
,3049,0.549145341935666,0.40262910723321077,0.9517744491688768,26,,,,,,,,,,
2.4258456587660987e-05,3099,,,,,,,,,,,,,,
,3099,0.7417691934912617,0.5038520981680665,1.2456212916593281,26,,,,,,,,,,
,3104,,,,26,0.42427560744772047,0.427700228112368,0.8519758355600886,0.3078283976723838,0.2482435859444797,,,,,
2.486502180035075e-05,3149,,,,,,,,,,,,,,
,3149,0.5434400743547201,0.398437616835316,0.9418776911900361,27,,,,,,,,,,
2.547802344915134e-05,3199,,,,,,,,,,,,,,
,3199,0.4330450066982522,0.34897202442177455,0.7820170311200267,27,,,,,,,,,,
,3219,,,,27,0.4177036045584787,0.42768381290005275,0.8453874174585311,0.307664687586438,0.2493680378301596,,,,,
2.609731612963605e-05,3249,,,,,,,,,,,,,,
,3249,0.4397162834100884,0.46322036916947396,0.9029366525795623,28,,,,,,,,,,
2.6722752945141002e-05,3299,,,,,,,,,,,,,,
,3299,0.506937647243245,0.42027640328800686,0.9272140505312518,28,,,,,,,,,,
,3334,,,,28,0.4134142813226048,0.43259885296860384,0.8460131342912086,0.30741455064394696,0.24963020505644268,,,,,
2.7354185541609145e-05,3349,,,,,,,,,,,,,,
,3349,0.4715962054335887,0.45260621578386917,0.9242024212174579,29,,,,,,,,,,
2.7991464142779898e-05,3399,,,,,,,,,,,,,,
,3399,0.42144850124261235,0.436732704497221,0.8581812057398334,29,,,,,,,,,,
2.8634437585716208e-05,3449,,,,,,,,,,,,,,
,3449,0.5529281401136981,0.50818167334413,1.061109813457828,29,,,,,,,,,,
,3449,,,,29,0.406455244476934,0.4266382781462178,0.8330935226231515,0.30730364632644563,0.2511690703480971,,,,,
2.9282953356660524e-05,3499,,,,,,,,,,,,,,
,3499,0.3856423394148988,0.37388538831752427,0.759527727732423,30,,,,,,,,,,
2.993685762721117e-05,3549,,,,,,,,,,,,,,
,3549,0.3801563987325308,0.3536418207406248,0.7337982194731556,30,,,,,,,,,,
,3564,,,,30,0.4011230196110871,0.42989176052651296,0.8310147801376002,0.3071618476296632,0.2518051053394513,,,,,
3.059599529081049e-05,3599,,,,,,,,,,,,,,
,3599,0.45481822299232044,0.3102024679552634,0.7650206909475838,31,,,,,,,,,,
3.126020999953631e-05,3649,,,,,,,,,,,,,,
,3649,0.2980262379688453,0.3404896510616453,0.6385158890304906,31,,,,,,,,,,
,3679,,,,31,0.395392516266502,0.4271684158649624,0.8225609321314643,0.30715585777761695,0.25321661401247164,,,,,
3.1929344201187746e-05,3699,,,,,,,,,,,,,,
,3699,0.42618972648086284,0.36276410708761986,0.7889538335684827,32,,,,,,,,,,
3.2603239176656656e-05,3749,,,,,,,,,,,,,,
,3749,0.5266821207268981,0.49589541212312704,1.022577532850025,32,,,,,,,,,,
,3794,,,,32,0.3901474219668504,0.4228459777522157,0.812993399719066,0.3071910126475947,0.2547307258665016,,,,,
3.328173507757602e-05,3799,,,,,,,,,,,,,,
,3799,0.2864820327549553,0.33412793646718164,0.620609969222137,33,,,,,,,,,,
3.396467096423601e-05,3849,,,,,,,,,,,,,,
,3849,0.5093358859509781,0.4428798549519244,0.9522157409029025,33,,,,,,,,,,
3.4651884843759005e-05,3899,,,,,,,,,,,,,,
,3899,0.3440382924274554,0.4660920758725243,0.8101303682999798,33,,,,,,,,,,
,3909,,,,33,0.3853531580728382,0.4221911487962812,0.8075443068691196,0.3073226111420214,0.25601666739930895,,,,,
3.534321370852447e-05,3949,,,,,,,,,,,,,,
,3949,0.5107552234080223,0.5452687379278344,1.0560239613358566,34,,,,,,,,,,
3.603849357483444e-05,3999,,,,,,,,,,,,,,
,3999,0.5027861585671709,0.4866753665900716,0.9894615251572425,34,,,,,,,,,,
,4024,,,,34,0.3838254918996431,0.428650165383377,0.81247565728302,0.30739240661488565,0.25584284389080736,,,,,
3.673755952181053e-05,4049,,,,,,,,,,,,,,
,4049,0.24081276076956037,0.31540471749716026,0.5562174782667206,35,,,,,,,,,,
3.744024573051339e-05,4099,,,,,,,,,,,,,,
,4099,0.2713847841165947,0.3107257271436764,0.5821105112602711,35,,,,,,,,,,
,4139,,,,35,0.3813778998943335,0.43141746346136267,0.8127953633556961,0.30750633039622627,0.2564696522378539,,,,,
3.8146385523275e-05,4149,,,,,,,,,,,,,,
,4149,0.35388214210385827,0.44691864640408174,0.80080078850794,36,,,,,,,,,,
3.885581140323473e-05,4199,,,,,,,,,,,,,,
,4199,0.40385661231364023,0.4655300789121243,0.8693866912257645,36,,,,,,,,,,
3.956835509406976e-05,4249,,,,,,,,,,,,,,
,4249,0.4514594339487774,0.4047351098066073,0.8561945437553847,36,,,,,,,,,,
,4254,,,,36,0.37880764676540735,0.4266028137320708,0.8054104604974781,0.3077471318542626,0.2580029717301365,,,,,
4.0283847579910276e-05,4299,,,,,,,,,,,,,,
,4299,0.41579079775161454,0.43381477093474774,0.8496055686863623,37,,,,,,,,,,
4.1002119145430214e-05,4349,,,,,,,,,,,,,,
,4349,0.23777975118573358,0.37565296585445607,0.6134327170401896,37,,,,,,,,,,
,4369,,,,37,0.3741119293317218,0.4254261357662366,0.7995380650979586,0.3081332642326266,0.2587837992193197,,,,,
4.172299941610385e-05,4399,,,,,,,,,,,,,,
,4399,0.36018719205610383,0.382905390879516,0.7430925829356199,38,,,,,,,,,,
4.2446317398618727e-05,4449,,,,,,,,,,,,,,
,4449,0.2240836698705334,0.31845614915935927,0.5425398190298927,38,,,,,,,,,,
,4484,,,,38,0.37397352614518137,0.4304089058775608,0.8043824320227421,0.3083241480292145,0.25906880398343146,,,,,
4.31719015214354e-05,4499,,,,,,,,,,,,,,
,4499,0.15908545014501585,0.32639480640263585,0.4854802565476517,39,,,,,,,,,,
4.389957967548435e-05,4549,,,,,,,,,,,,,,
,4549,0.39650068273988803,0.4196817790049745,0.8161824617448625,39,,,,,,,,,,
4.462917925499037e-05,4599,,,,,,,,,,,,,,
,4599,0.5453928098595215,0.5827557388080795,1.128148548667601,39,,,,,,,,,,
,4599,,,,39,0.3707105053112808,0.4185298199440324,0.7892403252553131,0.3086665195481194,0.2612982103220874,,,,,
4.5360527198414725e-05,4649,,,,,,,,,,,,,,
,4649,0.36630637198734173,0.5107470933024938,0.8770534652898355,40,,,,,,,,,,
4.609345002950558e-05,4699,,,,,,,,,,,,,,
,4699,0.269188288125665,0.32418495764880306,0.593373245774468,40,,,,,,,,,,
,4714,,,,40,0.3678418049958863,0.4208058073491751,0.7886476123450613,0.3089724510510295,0.26192507754684907,,,,,
4.682777389844656e-05,4749,,,,,,,,,,,,,,
,4749,0.3490697518166067,0.39358421624738593,0.7426539680639926,41,,,,,,,,,,
4.756332462309415e-05,4799,,,,,,,,,,,,,,
,4799,0.4490745078507775,0.5338741153505409,0.9829486232013184,41,,,,,,,,,,
,4829,,,,41,0.37016534248872424,0.4297637007517181,0.7999290432404426,0.30910842530002125,0.26199788938084045,,,,,
4.829992773029381e-05,4849,,,,,,,,,,,,,,
,4849,0.29664847233627434,0.46080407932150325,0.7574525516577776,42,,,,,,,,,,
4.9037408497265085e-05,4899,,,,,,,,,,,,,,
,4899,0.4693134157970922,0.4675753977390048,0.936888813536097,42,,,,,,,,,,
,4944,,,,42,0.37037440944825195,0.43213169182287464,0.8025061012711266,0.30937143180074966,0.2622802101450274,,,,,
4.9775591993046e-05,4949,,,,,,,,,,,,,,
,4949,0.3056765167828611,0.3514885251986404,0.6571650419815015,43,,,,,,,,,,
5.0514303119986805e-05,4999,,,,,,,,,,,,,,
,4999,0.37870338203358356,0.4421163297455909,0.8208197117791745,43,,,,,,,,,,
5.1253366655283275e-05,5049,,,,,,,,,,,,,,
,5049,0.20751574244316395,0.36537098812025137,0.5728867305634153,43,,,,,,,,,,
,5059,,,,43,0.36720050815709687,0.4255209987095909,0.792721506866688,0.3097424099872262,0.2641432821824551,,,,,
,5060,,,,44,,,,,,0.21674258994433498,0.3028504816023221,0.519593071546657,0.32648133343130975,0.29206108434787903
